run_id,family,mode,binary_run_label,window_label,nodes,seed,window_start_s,window_end_s,post_activation,app_tx_delta,app_rx_delta,app_missed_delta,app_reporting_nodes,radio_tx_count,radio_bytes,radio_interfered_count,unique_radio_senders,attacker_node16_radio_tx,root_node1_radio_tx,dio_rx_count,dio_tx_count,dis_rx_count,dis_tx_count,dao_rx_count,dao_tx_count,parent_switch_count,parent_switch_to_root_count,parent_switch_to_nonroot_count,unique_parent_targets,parent_found_events,no_parent_events,significant_rank_update_count,unique_dio_senders,unique_dio_receivers,dio_rx_rank_min,dio_rx_rank_mean,dio_rx_rank_max,dio_rx_rank_range,dio_rx_nonroot_count,dio_rx_nonroot_rank_min,dio_rx_nonroot_rank_mean,dio_rx_nonroot_rank_max,dio_rx_nonroot_rank_range,dio_rx_low_rank_nonroot_count,unique_low_rank_nonroot_senders,dio_tx_rank_mean,state_nonroot_rank_min,state_nonroot_rank_mean,state_nonroot_rank_max,state_nonroot_rank_range,state_low_rank_nonroot_pairs,state_low_rank_nonroot_senders,state_receivers_exposed_low_rank_nonroot,own_state_sample_count,own_rank_min,own_rank_mean,own_rank_max,own_rank_range,own_neighbor_count_mean,own_neighbor_count_max,topology_edge_count,topology_unique_parents,topology_max_parent_fanout,topology_root_direct_children,topology_mean_depth,topology_max_depth,sinkhole_attack_enabled_events,sinkhole_advertised_rank_events,blackhole_attack_enabled_events,blackhole_drop_events
BH_ATTACK_N16_SEED234567,blackhole,attack,1,0,16,234567,60,120,0,0,0,0,0,1073,40168,2230,16,342,170,278,42,0,0,0,0,0,0,0,0,0,0,0,15,16,256,571.464,748,492,278,256,571.464,748,492,0,0,562.1905,256,536.4651,715,459,0,0,0,16,128,577.375,878,750,7.6875,12,15,8,4,1,2.8667,4,0,0,0,0
BH_ATTACK_N16_SEED234567,blackhole,attack,1,0,16,234567,120,180,0,140,140,0,14,1072,39625,2230,16,343,175,138,25,0,0,0,0,0,0,0,0,0,0,0,16,16,128,516.1957,687,559,137,256,519.0292,687,431,0,0,516.36,256,514.7132,683,427,0,0,0,16,128,499.3125,710,582,8.125,13,15,8,4,1,2.8667,4,0,0,0,0
BH_ATTACK_N16_SEED234567,blackhole,attack,1,0,16,234567,180,240,0,60,60,0,6,1031,37414,2100,16,337,171,18,11,0,0,0,0,0,0,0,0,0,0,0,11,12,128,442.8333,664,536,17,384,461.3529,664,280,0,0,476.4545,256,514.6822,683,427,0,0,0,16,128,484.125,672,544,8.125,13,15,8,4,1,2.8667,4,0,0,0,0
BH_ATTACK_N16_SEED234567,blackhole,attack,1,1,16,234567,240,300,1,80,75,0,8,403,14941,1045,16,93,4,127,27,0,0,0,0,0,0,0,0,0,0,0,15,16,256,503.7087,655,399,127,256,503.7087,655,399,0,0,508.4815,256,504.4031,657,401,0,0,0,16,128,479.625,657,529,8.125,13,15,8,4,1,2.8667,4,0,0,1,82
BH_ATTACK_N16_SEED234567,blackhole,attack,1,1,16,234567,300,360,1,130,6,0,13,353,12170,904,15,84,0,17,10,0,0,0,0,0,0,0,0,0,0,0,10,13,384,564.7647,668,284,17,384,564.7647,668,284,0,0,492.5,256,505.0853,668,412,0,0,0,16,128,477.8125,671,543,8.125,13,15,8,4,1,2.8667,4,0,0,0,83
BH_ATTACK_N16_SEED234567,blackhole,attack,1,1,16,234567,360,420,1,10,0,0,1,357,12299,926,15,84,0,10,10,0,0,0,0,0,0,0,0,0,0,0,10,9,384,515.8,654,270,10,384,515.8,654,270,0,0,515.8,256,504.814,668,412,0,0,0,16,128,475.8125,657,529,8.125,13,15,8,4,1,2.8667,4,0,0,0,84
BH_ATTACK_N16_SEED234567,blackhole,attack,1,1,16,234567,420,480,1,140,0,0,14,356,12707,914,16,84,1,70,17,0,0,0,0,0,0,0,0,0,0,0,15,16,128,491.2143,647,519,69,256,496.4783,647,391,0,0,492.8824,256,503.093,653,397,0,0,0,16,128,475.875,650,522,8.125,13,15,8,4,1,2.8667,4,0,0,0,83
BH_ATTACK_N16_SEED234567,blackhole,attack,1,1,16,234567,480,540,1,60,0,0,6,373,13258,945,15,86,0,71,17,0,0,0,0,0,0,0,0,0,0,0,13,15,384,527.0423,646,262,71,384,527.0423,646,262,0,0,523.0588,256,501.7829,646,390,0,0,0,16,128,475.0,646,518,8.125,13,15,8,4,1,2.8667,4,0,0,0,86
BH_ATTACK_N16_SEED345678,blackhole,attack,1,0,16,345678,0,60,0,0,0,0,0,596,26481,1300,16,178,87,356,100,53,14,14,28,15,1,14,7,15,15,0,16,16,128,11879.4972,65535,65407,352,281,12013.0369,65535,65254,0,0,40826.62,281,1670.5082,65535,65254,0,0,0,15,338,681.8667,868,530,2.7333,6,0,0,0,0,0.0,0,0,0,0,0
BH_ATTACK_N16_SEED345678,blackhole,attack,1,0,16,345678,60,120,0,0,0,0,0,1074,40361,2250,16,342,172,272,39,0,0,1,2,0,0,0,0,0,0,0,16,16,128,603.1213,824,696,271,256,604.8745,824,568,0,0,601.359,256,541.5116,706,450,0,0,0,16,128,575.6875,833,705,7.6875,12,15,7,4,1,2.8667,4,0,0,0,0
BH_ATTACK_N16_SEED345678,blackhole,attack,1,0,16,345678,120,180,0,140,139,0,14,1054,39044,2212,16,336,170,134,29,0,0,0,0,0,0,0,0,0,0,0,14,16,256,506.6567,691,435,134,256,506.6567,691,435,0,0,504.1034,256,519.6279,706,450,0,0,0,16,128,499.125,701,573,8.125,13,15,7,4,1,2.8667,4,0,0,0,0
BH_ATTACK_N16_SEED345678,blackhole,attack,1,0,16,345678,180,240,0,40,40,0,4,1050,38894,2266,16,338,174,43,15,0,0,0,0,0,0,0,0,0,0,0,12,16,128,504.5116,678,550,42,256,513.4762,678,422,0,0,482.4,256,516.1628,702,446,0,0,0,16,128,486.4375,681,553,8.125,13,15,7,4,1,2.8667,4,0,0,0,0
BH_ATTACK_N16_SEED345678,blackhole,attack,1,1,16,345678,240,300,1,100,90,0,10,380,13850,987,15,86,0,115,23,0,0,0,0,0,0,0,0,0,0,0,14,15,384,518.6,665,281,115,384,518.6,665,281,0,0,527.5217,256,507.7519,663,407,0,0,0,16,128,484.5625,675,547,8.125,13,15,7,4,1,2.8667,4,0,0,1,86
BH_ATTACK_N16_SEED345678,blackhole,attack,1,1,16,345678,300,360,1,120,5,0,12,362,12446,952,15,84,0,10,10,0,0,0,0,0,0,0,0,0,0,0,10,8,384,504.1,658,274,10,384,504.1,658,274,0,0,504.1,256,507.2248,663,407,0,0,0,16,128,475.5,655,527,8.125,13,15,7,4,1,2.8667,4,0,0,0,84
BH_ATTACK_N16_SEED345678,blackhole,attack,1,1,16,345678,360,420,1,20,0,0,2,355,12349,908,16,83,1,13,13,0,0,0,0,0,0,0,0,0,0,0,13,9,128,464.0,647,519,12,384,492.0,647,263,0,0,464.0,256,506.3876,663,407,0,0,0,16,128,474.0,652,524,8.125,13,15,7,4,1,2.8667,4,0,0,0,83
BH_ATTACK_N16_SEED345678,blackhole,attack,1,1,16,345678,420,480,1,140,0,0,14,368,13223,958,15,85,0,73,20,0,0,0,0,0,0,0,0,0,0,0,13,15,384,503.6712,650,266,73,384,503.6712,650,266,0,0,525.65,256,502.6512,663,407,0,0,0,16,128,473.25,650,522,8.125,13,15,7,4,1,2.8667,4,0,0,0,85
BH_ATTACK_N16_SEED345678,blackhole,attack,1,1,16,345678,480,540,1,50,0,0,5,356,12365,920,15,84,0,28,12,0,0,0,0,0,0,0,0,0,0,0,12,14,256,462.0714,650,394,28,256,462.0714,650,394,0,0,480.8333,256,501.5736,663,407,0,0,0,16,128,472.625,650,522,8.125,13,15,7,4,1,2.8667,4,0,0,0,83
BH_ATTACK_N16_SEED456789,blackhole,attack,1,0,16,456789,0,60,0,0,0,0,0,537,24301,1226,16,162,81,299,93,30,10,15,30,15,1,14,7,15,15,0,16,16,128,13828.7826,65535,65407,295,297,14014.5559,65535,65238,0,0,43162.7097,297,2388.0734,65535,65238,0,0,0,15,338,696.9333,970,632,2.7333,5,0,0,0,0,0.0,0,0,0,0,0
BH_ATTACK_N16_SEED456789,blackhole,attack,1,0,16,456789,60,120,0,0,0,0,0,1080,40683,2392,16,340,172,295,43,0,0,0,0,0,0,0,0,0,0,0,15,16,256,647.9492,882,626,295,256,647.9492,882,626,0,0,624.6279,256,536.4031,723,467,0,0,0,16,128,603.8125,912,784,6.875,12,15,7,4,1,2.8667,4,0,0,0,0
BH_ATTACK_N16_SEED456789,blackhole,attack,1,0,16,456789,120,180,0,140,140,0,14,1092,40371,2467,16,353,178,133,25,0,0,0,0,0,0,0,0,0,0,0,15,16,128,507.3383,705,577,132,256,510.2121,705,449,0,0,500.56,256,519.6667,722,466,0,0,0,16,128,501.375,723,595,8.125,13,15,7,4,1,2.8667,4,0,0,0,0
BH_ATTACK_N16_SEED456789,blackhole,attack,1,0,16,456789,180,240,0,40,40,0,4,1043,38137,2348,16,339,169,39,14,0,0,0,0,0,0,0,0,0,0,0,11,14,256,455.8462,674,418,39,256,455.8462,674,418,0,0,496.4286,256,515.876,690,434,0,0,0,16,128,485.75,674,546,8.125,13,15,7,4,1,2.8667,4,0,0,0,0
BH_ATTACK_N16_SEED456789,blackhole,attack,1,1,16,456789,240,300,1,100,91,0,10,355,12829,982,16,82,1,102,19,0,0,0,0,0,0,0,0,0,0,0,13,15,128,513.9412,660,532,101,384,517.7624,660,276,0,0,491.7895,256,508.4496,690,434,0,0,0,16,128,480.125,656,528,8.125,13,15,7,4,1,2.8667,4,0,0,1,82
BH_ATTACK_N16_SEED456789,blackhole,attack,1,1,16,456789,300,360,1,100,4,0,10,366,12864,1027,15,84,0,28,16,0,0,0,0,0,0,0,0,0,0,0,12,14,384,584.6429,665,281,28,384,584.6429,665,281,0,0,533.75,256,505.1628,665,409,0,0,0,16,128,475.5625,665,537,8.125,13,15,7,4,1,2.8667,4,0,0,0,84
BH_ATTACK_N16_SEED456789,blackhole,attack,1,1,16,456789,360,420,1,40,0,0,4,358,12394,989,15,85,0,12,12,0,0,0,0,0,0,0,0,0,0,0,11,8,384,513.5,658,274,12,384,513.5,658,274,0,0,513.5,256,504.6744,665,409,0,0,0,16,128,474.375,659,531,8.125,13,15,7,4,1,2.8667,4,0,0,0,83
BH_ATTACK_N16_SEED456789,blackhole,attack,1,1,16,456789,420,480,1,140,0,0,14,362,12699,1015,15,85,0,39,13,0,0,0,0,0,0,0,0,0,0,0,9,15,384,542.5385,658,274,39,384,542.5385,658,274,0,0,547.1538,256,504.4806,660,404,0,0,0,16,128,474.5,658,530,8.125,13,15,7,4,1,2.8667,4,0,0,0,84
BH_ATTACK_N16_SEED456789,blackhole,attack,1,1,16,456789,480,540,1,30,0,0,3,364,13063,1008,16,84,1,76,19,0,0,0,0,0,0,0,0,0,0,0,15,16,128,490.6053,659,531,75,256,495.44,659,403,0,0,480.3158,256,501.7287,660,404,0,0,0,16,128,475.75,659,531,8.125,13,15,7,4,1,2.8667,4,0,0,0,83
BH_ATTACK_N16_SEED567890,blackhole,attack,1,0,16,567890,0,60,0,0,0,0,0,591,26793,1311,16,176,84,337,99,45,15,15,30,15,1,14,7,15,15,0,16,16,128,12515.6499,65535,65407,333,271,12664.4505,65535,65264,0,0,41231.9899,271,619.3465,837,566,0,0,0,15,338,681.7333,901,563,2.4,4,0,0,0,0,0.0,0,0,0,0,0
BH_ATTACK_N16_SEED567890,blackhole,attack,1,0,16,567890,60,120,0,0,0,0,0,1056,39820,2186,16,336,169,302,41,0,0,0,0,0,0,0,0,0,0,0,16,16,128,604.2351,829,701,301,256,605.8173,829,573,0,0,582.4634,256,543.9225,711,455,0,0,0,16,128,578.75,837,709,8.0,12,15,7,4,1,2.8667,4,0,0,0,0
BH_ATTACK_N16_SEED567890,blackhole,attack,1,0,16,567890,120,180,0,140,140,0,14,1053,38794,2142,16,338,169,139,25,0,0,0,0,0,0,0,0,0,0,0,15,16,256,520.9209,691,435,139,256,520.9209,691,435,0,0,541.44,256,516.031,669,413,0,0,0,16,128,507.5625,705,577,8.125,13,15,7,4,1,2.8667,4,0,0,0,0
BH_ATTACK_N16_SEED567890,blackhole,attack,1,0,16,567890,180,240,0,40,40,0,4,1055,38466,2164,16,344,171,30,16,0,0,0,0,0,0,0,0,0,0,0,14,11,128,435.8667,656,528,29,384,446.4828,656,272,0,0,481.25,256,515.1705,669,413,0,0,0,16,128,484.875,666,538,8.125,13,15,7,4,1,2.8667,4,0,0,0,0
BH_ATTACK_N16_SEED567890,blackhole,attack,1,1,16,567890,240,300,1,100,89,0,10,385,14164,981,15,86,0,119,26,0,0,0,0,0,0,0,0,0,0,0,15,16,256,513.7143,649,393,119,256,513.7143,649,393,0,0,514.3077,256,505.8992,662,406,0,0,0,16,128,480.3125,652,524,8.125,13,15,7,4,1,2.8667,4,0,0,1,85
BH_ATTACK_N16_SEED567890,blackhole,attack,1,1,16,567890,300,360,1,130,5,0,13,357,12303,892,15,83,0,16,9,0,0,0,0,0,0,0,0,0,0,0,9,9,384,593.8125,642,258,16,384,593.8125,642,258,0,0,556.5556,256,504.7132,649,393,0,0,0,16,128,476.8125,645,517,8.125,13,15,7,4,1,2.8667,4,0,0,0,83
BH_ATTACK_N16_SEED567890,blackhole,attack,1,1,16,567890,360,420,1,10,0,0,1,369,12826,958,16,88,1,12,12,0,0,0,0,0,0,0,0,0,0,0,12,8,128,472.75,665,537,11,384,504.0909,665,281,0,0,472.75,256,504.3488,665,409,0,0,0,16,128,473.625,640,512,8.125,13,15,7,4,1,2.8667,4,0,0,0,85
BH_ATTACK_N16_SEED567890,blackhole,attack,1,1,16,567890,420,480,1,140,0,0,14,367,13012,924,15,85,0,58,17,0,0,0,0,0,0,0,0,0,0,0,12,15,384,482.2414,650,266,58,384,482.2414,650,266,0,0,500.8235,256,505.5736,665,409,0,0,0,16,128,474.5,659,531,8.125,13,15,7,4,1,2.8667,4,0,0,0,84
BH_ATTACK_N16_SEED567890,blackhole,attack,1,1,16,567890,480,540,1,40,0,0,4,372,13320,931,15,87,0,80,19,0,0,0,0,0,0,0,0,0,0,0,14,16,256,511.9875,657,401,80,256,511.9875,657,401,0,0,529.8421,256,503.4109,657,401,0,0,0,16,128,475.9375,658,530,8.125,13,15,7,4,1,2.8667,4,0,0,0,86
BH_CONTROL_N16_SEED123456,blackhole,control,0,0,16,123456,0,60,0,0,0,0,0,623,27507,1290,16,188,90,333,96,51,14,15,30,15,1,14,5,15,15,0,16,16,128,12093.4715,65535,65407,329,258,12238.9483,65535,65277,0,0,40482.2396,258,1151.112,65535,65277,0,0,0,15,338,688.0667,899,561,2.4667,5,0,0,0,0,0.0,0,0,0,0,0
BH_CONTROL_N16_SEED123456,blackhole,control,0,0,16,123456,60,120,0,0,0,0,0,1069,40249,2128,16,337,171,294,45,0,0,0,0,0,0,0,0,0,0,0,16,16,128,590.6122,811,683,293,256,592.1911,811,555,0,0,577.2667,256,539.7364,697,441,0,0,0,16,128,577.1875,820,692,7.9375,13,15,5,4,1,2.8667,4,0,0,0,0
BH_CONTROL_N16_SEED123456,blackhole,control,0,0,16,123456,120,180,0,140,140,0,14,1046,38768,2088,16,337,172,135,23,0,0,0,0,0,0,0,0,0,0,0,15,16,256,512.8222,668,412,135,256,512.8222,668,412,0,0,503.1304,256,517.4341,693,437,0,0,0,16,128,499.9375,692,564,8.125,13,15,5,4,1,2.8667,4,0,0,0,0
BH_CONTROL_N16_SEED123456,blackhole,control,0,0,16,123456,180,240,0,40,40,0,4,1029,37392,2001,16,333,168,19,15,0,0,0,0,0,0,0,0,0,0,0,15,10,128,438.6842,657,529,18,256,455.9444,657,401,0,0,487.4,256,516.2636,693,437,0,0,0,16,128,485.0,662,534,8.125,13,15,5,4,1,2.8667,4,0,0,0,0
BH_CONTROL_N16_SEED123456,blackhole,control,0,0,16,123456,240,300,1,100,98,0,10,1036,38317,2029,16,332,167,128,24,0,0,0,0,0,0,0,0,0,0,0,14,15,384,503.8672,646,262,128,384,503.8672,646,262,0,0,510.0,256,501.845,693,437,0,0,0,16,128,477.3125,649,521,8.125,13,15,5,4,1,2.8667,4,0,0,0,0
BH_CONTROL_N16_SEED123456,blackhole,control,0,0,16,123456,300,360,1,130,130,0,13,1036,37480,2027,16,337,169,18,12,0,0,0,0,0,0,0,0,0,0,0,10,10,384,569.5,642,258,18,384,569.5,642,258,0,0,533.75,256,500.4341,645,389,0,0,0,16,128,473.25,643,515,8.125,13,15,5,4,1,2.8667,4,0,0,0,0
BH_CONTROL_N16_SEED123456,blackhole,control,0,0,16,123456,360,420,1,10,10,0,1,1054,38271,2076,16,343,173,10,10,0,0,0,0,0,0,0,0,0,0,0,10,5,384,486.4,640,256,10,384,486.4,640,256,0,0,486.4,256,500.2636,645,389,0,0,0,16,128,472.0,640,512,8.125,13,15,5,4,1,2.8667,4,0,0,0,0
BH_CONTROL_N16_SEED123456,blackhole,control,0,0,16,123456,420,480,1,140,140,0,14,1034,38190,2041,16,338,169,85,19,0,0,0,0,0,0,0,0,0,0,0,14,16,128,495.9059,646,518,84,256,500.2857,646,390,0,0,500.2632,256,500.0465,646,390,0,0,0,16,128,473.25,648,520,8.125,13,15,5,4,1,2.8667,4,0,0,0,0
BH_CONTROL_N16_SEED123456,blackhole,control,0,0,16,123456,480,540,1,30,30,0,3,1030,37739,2042,16,335,167,59,17,0,0,0,0,0,0,0,0,0,0,0,12,15,384,496.1695,642,258,59,384,496.1695,642,258,0,0,514.0,256,499.7907,642,386,0,0,0,16,128,473.75,643,515,8.125,13,15,5,4,1,2.8667,4,0,0,0,0
BH_CONTROL_N16_SEED234567,blackhole,control,0,0,16,234567,0,60,0,0,0,0,0,611,27199,1316,16,184,88,354,100,31,11,15,30,15,1,14,8,15,15,0,16,16,128,11777.1073,65535,65407,350,256,11910.24,65535,65279,0,0,40185.35,256,1150.7705,65535,65279,0,0,0,15,338,687.4,903,565,2.4667,7,0,0,0,0,0.0,0,0,0,0,0
BH_CONTROL_N16_SEED234567,blackhole,control,0,0,16,234567,60,120,0,0,0,0,0,1073,40168,2230,16,342,170,278,42,0,0,0,0,0,0,0,0,0,0,0,15,16,256,571.464,748,492,278,256,571.464,748,492,0,0,562.1905,256,536.4651,715,459,0,0,0,16,128,577.375,878,750,7.6875,12,15,8,4,1,2.8667,4,0,0,0,0
BH_CONTROL_N16_SEED234567,blackhole,control,0,0,16,234567,120,180,0,140,140,0,14,1072,39625,2230,16,343,175,138,25,0,0,0,0,0,0,0,0,0,0,0,16,16,128,516.1957,687,559,137,256,519.0292,687,431,0,0,516.36,256,514.7132,683,427,0,0,0,16,128,499.3125,710,582,8.125,13,15,8,4,1,2.8667,4,0,0,0,0
BH_CONTROL_N16_SEED234567,blackhole,control,0,0,16,234567,180,240,0,60,60,0,6,1031,37414,2100,16,337,171,18,11,0,0,0,0,0,0,0,0,0,0,0,11,12,128,442.8333,664,536,17,384,461.3529,664,280,0,0,476.4545,256,514.6822,683,427,0,0,0,16,128,484.125,672,544,8.125,13,15,8,4,1,2.8667,4,0,0,0,0
BH_CONTROL_N16_SEED234567,blackhole,control,0,0,16,234567,240,300,1,80,80,0,8,1058,39279,2194,16,338,171,127,27,0,0,0,0,0,0,0,0,0,0,0,15,16,256,504.3937,664,408,127,256,504.3937,664,408,0,0,509.2593,256,505.0775,664,408,0,0,0,16,128,479.625,657,529,8.125,13,15,8,4,1,2.8667,4,0,0,0,0
BH_CONTROL_N16_SEED234567,blackhole,control,0,0,16,234567,300,360,1,120,120,0,12,989,35775,2030,16,324,165,15,8,0,0,0,0,0,0,0,0,0,0,0,8,11,384,568.6667,654,270,15,384,568.6667,654,270,0,0,501.0,256,504.3643,664,408,0,0,0,16,128,477.125,660,532,8.125,13,15,8,4,1,2.8667,4,0,0,0,0
BH_CONTROL_N16_SEED234567,blackhole,control,0,0,16,234567,360,420,1,20,20,0,2,1044,38066,2154,16,338,169,14,14,0,0,0,0,0,0,0,0,0,0,0,13,9,384,498.5714,646,262,14,384,498.5714,646,262,0,0,498.5714,256,504.3566,664,408,0,0,0,16,128,476.8125,653,525,8.125,13,15,8,4,1,2.8667,4,0,0,0,0
BH_CONTROL_N16_SEED234567,blackhole,control,0,0,16,234567,420,480,1,140,140,0,14,1055,38768,2182,16,340,174,87,18,0,0,0,0,0,0,0,0,0,0,0,13,15,128,499.1149,646,518,86,384,503.4302,646,262,0,0,496.3889,256,505.1628,664,408,0,0,0,16,128,475.875,646,518,8.125,13,15,8,4,1,2.8667,4,0,0,0,0
BH_CONTROL_N16_SEED234567,blackhole,control,0,0,16,234567,480,540,1,60,60,0,6,1073,39226,2195,16,347,172,54,18,0,0,0,0,0,0,0,0,0,0,0,13,15,256,511.6296,659,403,54,256,511.6296,659,403,0,0,511.7778,256,504.6589,658,402,0,0,0,16,128,477.25,649,521,8.125,13,15,8,4,1,2.8667,4,0,0,0,0
BH_CONTROL_N16_SEED345678,blackhole,control,0,0,16,345678,0,60,0,0,0,0,0,596,26481,1300,16,178,87,356,100,53,14,14,28,15,1,14,7,15,15,0,16,16,128,11879.4972,65535,65407,352,281,12013.0369,65535,65254,0,0,40826.62,281,1670.5082,65535,65254,0,0,0,15,338,681.8667,868,530,2.7333,6,0,0,0,0,0.0,0,0,0,0,0
BH_CONTROL_N16_SEED345678,blackhole,control,0,0,16,345678,60,120,0,0,0,0,0,1074,40361,2250,16,342,172,272,39,0,0,1,2,0,0,0,0,0,0,0,16,16,128,603.1213,824,696,271,256,604.8745,824,568,0,0,601.359,256,541.5116,706,450,0,0,0,16,128,575.6875,833,705,7.6875,12,15,7,4,1,2.8667,4,0,0,0,0
BH_CONTROL_N16_SEED345678,blackhole,control,0,0,16,345678,120,180,0,140,139,0,14,1054,39044,2212,16,336,170,134,29,0,0,0,0,0,0,0,0,0,0,0,14,16,256,506.6567,691,435,134,256,506.6567,691,435,0,0,504.1034,256,519.6279,706,450,0,0,0,16,128,499.125,701,573,8.125,13,15,7,4,1,2.8667,4,0,0,0,0
BH_CONTROL_N16_SEED345678,blackhole,control,0,0,16,345678,180,240,0,40,40,0,4,1050,38894,2266,16,338,174,43,15,0,0,0,0,0,0,0,0,0,0,0,12,16,128,504.5116,678,550,42,256,513.4762,678,422,0,0,482.4,256,516.1628,702,446,0,0,0,16,128,486.4375,681,553,8.125,13,15,7,4,1,2.8667,4,0,0,0,0
BH_CONTROL_N16_SEED345678,blackhole,control,0,0,16,345678,240,300,1,100,100,0,10,1087,40173,2267,16,351,177,114,22,0,0,0,0,0,0,0,0,0,0,0,14,15,384,519.8509,665,281,114,384,519.8509,665,281,0,0,534.4091,256,507.814,663,407,0,0,0,16,128,485.3125,675,547,8.125,13,15,7,4,1,2.8667,4,0,0,0,0
